earning_mode,household_income_2021,debt,age,income
Unemployed,"Under $15,000",No,29.0,7883.0
Unemployed,"Under $15,000",Yes,41.0,5623.0
Contracts or Temporary Jobs,"Under $15,000",Yes,41.0,5308.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,39.0,17797.0
Unemployed,"Under $15,000",Yes,31.0,5849.0
Art Practice,"Under $15,000",Yes,31.0,4611.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,23.0,24096.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,37.0,34127.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,37.0,27050.0
Unemployed,"$15,000 to $24,999",No,59.0,15324.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,38.0,34328.0
Unemployed,"Under $15,000",Yes,44.0,6866.0
Family Support,"$25,000 to $34,999",No,28.0,26407.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,28.0,32675.0
One or More Part-time Jobs,"$25,000 to $34,999",No,28.0,33085.0
Art Practice,"Under $15,000",Yes,52.0,6790.0
Unemployed,"$50,000 to $74,999",Yes,46.0,60558.0
Unemployed,"Under $15,000",No,28.0,10740.0
Contracts or Temporary Jobs,"Under $15,000",No,28.0,2873.0
Unemployed,"$15,000 to $24,999",Prefer not to answer ,29.0,17510.0
Unemployed,"$15,000 to $24,999",Yes,34.0,24265.0
Art Practice,"$15,000 to $24,999",Yes,34.0,16582.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,34.0,23855.0
Unemployed,"Under $15,000",Yes,25.0,10885.0
Family Support,"Under $15,000",Yes,25.0,931.0
One or More Part-time Jobs,"Under $15,000",Yes,25.0,2318.0
Unemployed,"Under $15,000",Yes,36.0,11196.0
Art Practice,"Under $15,000",Yes,36.0,13628.0
Contracts or Temporary Jobs,"Under $15,000",Yes,36.0,250.0
Unemployed,"Under $15,000",Yes,28.0,14653.0
Unemployed,"$15,000 to $24,999",Yes,37.0,15717.0
Art Practice,"$15,000 to $24,999",Yes,37.0,18348.0
Art Practice,"Under $15,000",Yes,41.0,8505.0
Contracts or Temporary Jobs,"Under $15,000",Yes,39.0,2455.0
One or More Part-time Jobs,"Under $15,000",Yes,39.0,12030.0
Art Practice,"$15,000 to $24,999",Yes,31.0,22524.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,31.0,24867.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,29.0,23175.0
Family Support,"Under $15,000",Yes,24.0,266.0
One or More Part-time Jobs,"Under $15,000",Yes,24.0,8472.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,59.0,37371.0
Unemployed,"Under $15,000",Yes,36.0,134.0
Contracts or Temporary Jobs,"Under $15,000",Yes,36.0,5292.0
Other,"Under $15,000",Yes,36.0,1543.0
Unemployed,"$15,000 to $24,999",Yes,32.0,15547.0
Family Support,"$15,000 to $24,999",Yes,32.0,16358.0
Art Practice,"$15,000 to $24,999",Yes,32.0,21548.0
Unemployed,"$15,000 to $24,999",Yes,46.0,21689.0
Family Support,"$15,000 to $24,999",Yes,46.0,20899.0
Art Practice,"$15,000 to $24,999",Yes,46.0,24863.0
Fulltime Job,"$35,000 to $49,999",Yes,32.0,40603.0
Unemployed,"$15,000 to $24,999",Yes,28.0,19103.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,30.0,17987.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,30.0,19194.0
One or More Part-time Jobs,"Under $15,000",No,54.0,6254.0
Contracts or Temporary Jobs,"$35,000 to $49,999",No,37.0,49919.0
Contracts or Temporary Jobs,"Under $15,000",Yes,29.0,13911.0
One or More Part-time Jobs,"Under $15,000",Yes,29.0,4090.0
Unemployed,"Under $15,000",Yes,48.0,10915.0
Unemployed,"Under $15,000",Yes,29.0,658.0
Unemployed,"Under $15,000",Yes,59.0,14451.0
One or More Part-time Jobs,"$50,000 to $74,999",Yes,53.0,55420.0
Unemployed,"$15,000 to $24,999",Yes,26.0,21294.0
Unemployed,"Under $15,000",No,21.0,11764.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,30.0,21444.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,30.0,18219.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,28.0,41554.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,28.0,48815.0
Unemployed,"$50,000 to $74,999",Yes,50.0,71306.0
Family Support,"$50,000 to $74,999",Yes,50.0,69816.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,33.0,34603.0
Unemployed,"$15,000 to $24,999",Yes,54.0,16372.0
Art Practice,"$15,000 to $24,999",Yes,54.0,24542.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,54.0,17764.0
Art Practice,"Under $15,000",Yes,45.0,10935.0
Unemployed,"Under $15,000",Yes,30.0,14846.0
Family Support,"Under $15,000",Yes,30.0,3410.0
Art Practice,"Under $15,000",Yes,43.0,4170.0
Other,"Under $15,000",Yes,55.0,8530.0
Art Practice,"$25,000 to $34,999",No,42.0,25474.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,42.0,26661.0
One or More Part-time Jobs,"$25,000 to $34,999",No,42.0,32758.0
Unemployed,"Under $15,000",Yes,44.0,10544.0
Other,"Under $15,000",Yes,44.0,14463.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,34.0,26872.0
Other,"$25,000 to $34,999",Yes,34.0,29605.0
Unemployed,"$25,000 to $34,999",Yes,32.0,33910.0
Fulltime Job,"$35,000 to $49,999",Yes,40.0,43202.0
Unemployed,"Under $15,000",Yes,34.0,14039.0
Unemployed,"$15,000 to $24,999",No,46.0,18153.0
Unemployed,"$35,000 to $49,999",Yes,24.0,44362.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,24.0,44067.0
Other,"$35,000 to $49,999",Yes,24.0,37075.0
Unemployed,"$15,000 to $24,999",No,22.0,20981.0
Unemployed,"$15,000 to $24,999",Yes,29.0,16608.0
Art Practice,"$15,000 to $24,999",Yes,29.0,21429.0
Unemployed,"$25,000 to $34,999",Yes,40.0,28305.0
Family Support,"$15,000 to $24,999",Yes,45.0,19424.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,43.0,31459.0
Unemployed,"$25,000 to $34,999",Yes,0.0,31705.0
One or More Part-time Jobs,"Under $15,000",Yes,44.0,10215.0
Unemployed,"Under $15,000",Yes,34.0,6865.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,24.0,25130.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,24.0,28988.0
Unemployed,"Under $15,000",No,25.0,14672.0
Family Support,"Under $15,000",No,25.0,5682.0
Contracts or Temporary Jobs,"Under $15,000",No,25.0,8520.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,41.0,18699.0
Unemployed,"$15,000 to $24,999",Yes,48.0,17859.0
Art Practice,"$15,000 to $24,999",Yes,48.0,19738.0
Unemployed,"Under $15,000",Yes,30.0,1940.0
Unemployed,"$15,000 to $24,999",Yes,33.0,20563.0
Unemployed,"$15,000 to $24,999",Yes,41.0,15002.0
Unemployed,"$25,000 to $34,999",Yes,36.0,25505.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,36.0,31672.0
Fulltime Job,"$35,000 to $49,999",Yes,29.0,41202.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,29.0,36081.0
Art Practice,"$15,000 to $24,999",Yes,26.0,18513.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,26.0,15197.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,23.0,31213.0
Contracts or Temporary Jobs,"$75,000 to $99,999",No,41.0,98146.0
One or More Part-time Jobs,"$75,000 to $99,999",No,41.0,80772.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,27.0,29071.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,27.0,27423.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,27.0,29102.0
One or More Part-time Jobs,"$25,000 to $34,999",No,27.0,26362.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,30.0,30225.0
Other,"$25,000 to $34,999",Yes,30.0,26150.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,33.0,27122.0
Family Support,"Under $15,000",No,43.0,8269.0
One or More Part-time Jobs,"$35,000 to $49,999",No,25.0,38301.0
One or More Part-time Jobs,"Under $15,000",Yes,55.0,9660.0
Family Support,"Under $15,000",No,19.0,5142.0
Art Practice,"$15,000 to $24,999",Yes,34.0,20755.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,25.0,32277.0
One or More Part-time Jobs,"$25,000 to $34,999",No,25.0,33569.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,28.0,32049.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,28.0,34147.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,35.0,17306.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,27.0,28812.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,29.0,21623.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,29.0,21383.0
Unemployed,"Under $15,000",No,27.0,4611.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,30.0,28391.0
Art Practice,"$35,000 to $49,999",Yes,26.0,44783.0
Unemployed,"$25,000 to $34,999",Yes,60.0,29387.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,33.0,40193.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,33.0,35942.0
Unemployed,"$15,000 to $24,999",Yes,29.0,20058.0
Art Practice,"$15,000 to $24,999",Yes,29.0,21084.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,29.0,16288.0
Unemployed,"$15,000 to $24,999",Yes,49.0,23590.0
Art Practice,"$15,000 to $24,999",Yes,49.0,15616.0
Unemployed,"$15,000 to $24,999",Yes,43.0,21919.0
Other,"$15,000 to $24,999",Yes,43.0,22623.0
One or More Part-time Jobs,"Under $15,000",Yes,49.0,437.0
Unemployed,"$15,000 to $24,999",Yes,46.0,17100.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,33.0,26738.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,33.0,27351.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Prefer not to answer ,27.0,32082.0
One or More Part-time Jobs,"$25,000 to $34,999",Prefer not to answer ,27.0,29323.0
Family Support,"$50,000 to $74,999",Yes,34.0,64414.0
One or More Part-time Jobs,"Under $15,000",Yes,33.0,2309.0
Unemployed,"Under $15,000",No,67.0,12662.0
One or More Part-time Jobs,"Under $15,000",No,67.0,9302.0
Art Practice,"$25,000 to $34,999",Yes,34.0,27935.0
Unemployed,"Under $15,000",No,33.0,5831.0
Family Support,"Under $15,000",No,33.0,1069.0
One or More Part-time Jobs,"Under $15,000",No,33.0,3404.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,33.0,18899.0
Fulltime Job,"$15,000 to $24,999",Yes,25.0,19885.0
Contracts or Temporary Jobs,"$50,000 to $74,999",Yes,25.0,54510.0
One or More Part-time Jobs,"$50,000 to $74,999",Yes,25.0,73761.0
One or More Part-time Jobs,"Under $15,000",Yes,26.0,6942.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,39.0,21812.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,39.0,16762.0
Art Practice,"$25,000 to $34,999",No,64.0,28393.0
Contracts or Temporary Jobs,"$35,000 to $49,999",No,33.0,44219.0
One or More Part-time Jobs,"$35,000 to $49,999",No,33.0,45892.0
Unemployed,"Under $15,000",Yes,37.0,9203.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,47.0,48211.0
Unemployed,"$15,000 to $24,999",Yes,26.0,23505.0
Unemployed,"Under $15,000",No,59.0,2204.0
Unemployed,"Under $15,000",Yes,38.0,8300.0
Contracts or Temporary Jobs,"Under $15,000",Yes,38.0,8144.0
One or More Part-time Jobs,"Under $15,000",Yes,38.0,9383.0
Art Practice,"$15,000 to $24,999",Yes,48.0,23038.0
Unemployed,"Under $15,000",Yes,40.0,4405.0
Family Support,"Under $15,000",Yes,40.0,5965.0
Contracts or Temporary Jobs,"Under $15,000",Yes,40.0,2563.0
Fulltime Job,"$35,000 to $49,999",Yes,53.0,35153.0
Unemployed,"$15,000 to $24,999",Yes,49.0,16354.0
Unemployed,"$15,000 to $24,999",Yes,31.0,16715.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,31.0,23638.0
Contracts or Temporary Jobs,"Under $15,000",Yes,23.0,6592.0
Unemployed,"$15,000 to $24,999",Yes,25.0,18680.0
Unemployed,"$15,000 to $24,999",Yes,58.0,24020.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,58.0,23656.0
Art Practice,"Under $15,000",Yes,39.0,8322.0
Contracts or Temporary Jobs,"Under $15,000",Yes,39.0,10725.0
One or More Part-time Jobs,"Under $15,000",Yes,39.0,3446.0
Unemployed,"$15,000 to $24,999",Yes,31.0,19054.0
Unemployed,"Under $15,000",Yes,43.0,6956.0
Other,"Under $15,000",Yes,43.0,9184.0
Unemployed,"Under $15,000",Yes,43.0,14889.0
Unemployed,"Under $15,000",Yes,74.0,570.0
Art Practice,"Under $15,000",Yes,74.0,9058.0
Unemployed,"Under $15,000",Yes,58.0,3568.0
One or More Part-time Jobs,"$15,000 to $24,999",No,76.0,18699.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,28.0,21222.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,28.0,22842.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,26.0,21131.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,26.0,22095.0
Unemployed,"$15,000 to $24,999",Yes,38.0,23563.0
Contracts or Temporary Jobs,"Under $15,000",Yes,31.0,14982.0
One or More Part-time Jobs,"Under $15,000",Yes,31.0,14073.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,29.0,23889.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,29.0,16354.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,38.0,34592.0
One or More Part-time Jobs,"$25,000 to $34,999",No,38.0,30802.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,31.0,18289.0
Unemployed,"$50,000 to $74,999",Yes,31.0,73217.0
Art Practice,"$50,000 to $74,999",Yes,31.0,71243.0
Contracts or Temporary Jobs,"$50,000 to $74,999",Yes,31.0,67157.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,36.0,31914.0
Unemployed,"$35,000 to $49,999",No,33.0,44722.0
Art Practice,"$35,000 to $49,999",No,33.0,42242.0
Contracts or Temporary Jobs,"$35,000 to $49,999",No,33.0,38657.0
Unemployed,"Under $15,000",Yes,38.0,13757.0
Unemployed,"Under $15,000",Yes,23.0,14690.0
One or More Part-time Jobs,"Under $15,000",Prefer not to answer ,28.0,6869.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,29.0,19414.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,29.0,21831.0
Other,"$25,000 to $34,999",Yes,69.0,32779.0
Other,"$15,000 to $24,999",No,25.0,21820.0
Family Support,"$50,000 to $74,999",Yes,40.0,58391.0
Contracts or Temporary Jobs,"$15,000 to $24,999",No,45.0,21837.0
One or More Part-time Jobs,"$15,000 to $24,999",No,45.0,19766.0
Unemployed,"$35,000 to $49,999",Yes,33.0,48673.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,51.0,22498.0
Unemployed,"Under $15,000",Yes,29.0,5059.0
Unemployed,"$15,000 to $24,999",Yes,33.0,22048.0
Family Support,"$15,000 to $24,999",Yes,33.0,19653.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,33.0,18267.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,33.0,17776.0
Other,"Under $15,000",Yes,50.0,555.0
Other,"$50,000 to $74,999",No,56.0,55317.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,38.0,33117.0
Family Support,"$25,000 to $34,999",Yes,69.0,31274.0
Other,"$25,000 to $34,999",Yes,69.0,29455.0
Unemployed,"$25,000 to $34,999",Yes,78.0,28515.0
Unemployed,"Under $15,000",Yes,37.0,2931.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,36.0,37944.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,36.0,36370.0
Art Practice,"$15,000 to $24,999",Yes,58.0,21648.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,26.0,16862.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,26.0,18008.0
Unemployed,"$15,000 to $24,999",Yes,37.0,16535.0
Art Practice,"$15,000 to $24,999",Yes,37.0,21133.0
Fulltime Job,"$35,000 to $49,999",Yes,56.0,47543.0
Unemployed,"$15,000 to $24,999",Yes,24.0,22008.0
Family Support,"$15,000 to $24,999",Yes,24.0,22346.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,24.0,15173.0
Contracts or Temporary Jobs,"Under $15,000",Yes,39.0,7404.0
Unemployed,"Under $15,000",Yes,44.0,2891.0
Family Support,"Under $15,000",Yes,44.0,8860.0
Other,"Under $15,000",Yes,44.0,9810.0
One or More Part-time Jobs,"$35,000 to $49,999",Prefer not to answer ,54.0,43226.0
Unemployed,"Under $15,000",Yes,51.0,5567.0
Contracts or Temporary Jobs,"Under $15,000",Yes,22.0,1564.0
One or More Part-time Jobs,"Under $15,000",Yes,22.0,866.0
Family Support,"$25,000 to $34,999",Yes,42.0,33267.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,31.0,44871.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,31.0,41207.0
Other,"$25,000 to $34,999",Yes,65.0,26755.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,63.0,34830.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,63.0,30088.0
Unemployed,"$35,000 to $49,999",Yes,35.0,35601.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,35.0,44900.0
Contracts or Temporary Jobs,"$15,000 to $24,999",No,24.0,20511.0
One or More Part-time Jobs,"$15,000 to $24,999",No,24.0,20302.0
Fulltime Job,"$15,000 to $24,999",Yes,25.0,21003.0
Contracts or Temporary Jobs,"Under $15,000",Yes,41.0,13250.0
Unemployed,"Under $15,000",Yes,70.0,11273.0
Unemployed,"$15,000 to $24,999",Yes,28.0,16807.0
Unemployed,"$25,000 to $34,999",Yes,36.0,34998.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,36.0,32828.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,36.0,30934.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,24.0,23820.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,24.0,19966.0
Art Practice,"$15,000 to $24,999",Yes,29.0,19246.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,29.0,23752.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,29.0,19197.0
Other,"$15,000 to $24,999",No,76.0,16940.0
Fulltime Job,"$25,000 to $34,999",Yes,30.0,28541.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,30.0,27310.0
One or More Part-time Jobs,"$15,000 to $24,999",No,28.0,24167.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,28.0,22888.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,28.0,18915.0
Family Support,"$15,000 to $24,999",Yes,65.0,19422.0
Other,"$15,000 to $24,999",Yes,65.0,17903.0
Other,"$15,000 to $24,999",Yes,52.0,20019.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,20.0,20184.0
Unemployed,"Under $15,000",Yes,29.0,8364.0
Contracts or Temporary Jobs,"Under $15,000",Yes,29.0,9705.0
One or More Part-time Jobs,"$25,000 to $34,999",No,29.0,33516.0
Unemployed,"$15,000 to $24,999",Yes,28.0,24784.0
Fulltime Job,"Under $15,000",No,30.0,12219.0
Contracts or Temporary Jobs,"Under $15,000",No,30.0,7916.0
One or More Part-time Jobs,"Under $15,000",No,30.0,5619.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,36.0,22709.0
Other,"$15,000 to $24,999",Yes,36.0,16099.0
Unemployed,"Under $15,000",No,20.0,11921.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,25.0,20656.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,25.0,22623.0
Contracts or Temporary Jobs,"Under $15,000",Yes,23.0,4786.0
One or More Part-time Jobs,"Under $15,000",Yes,23.0,14824.0
Family Support,"$25,000 to $34,999",Yes,49.0,32559.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,28.0,33293.0
Art Practice,"Under $15,000",Yes,36.0,10668.0
Unemployed,"$15,000 to $24,999",Yes,22.0,20811.0
Unemployed,"$15,000 to $24,999",Yes,25.0,21096.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,25.0,20722.0
Unemployed,"Under $15,000",Yes,54.0,8810.0
Unemployed,"$25,000 to $34,999",No,45.0,32535.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,45.0,33035.0
One or More Part-time Jobs,"$25,000 to $34,999",No,45.0,34571.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,24.0,29554.0
Fulltime Job,"$35,000 to $49,999",Yes,52.0,41841.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,52.0,44634.0
One or More Part-time Jobs,"Under $15,000",Yes,20.0,3960.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,52.0,43231.0
Unemployed,"$35,000 to $49,999",Yes,25.0,41281.0
Fulltime Job,"$50,000 to $74,999",Yes,37.0,71539.0
Unemployed,"$15,000 to $24,999",Yes,59.0,19816.0
Unemployed,"$25,000 to $34,999",Yes,56.0,25675.0
Art Practice,"$25,000 to $34,999",Yes,56.0,32208.0
Fulltime Job,"$25,000 to $34,999",Yes,25.0,26884.0
Art Practice,"$50,000 to $74,999",Yes,74.0,74913.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,28.0,17278.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,28.0,19712.0
Unemployed,"Under $15,000",Yes,30.0,14416.0
Unemployed,"$15,000 to $24,999",Yes,35.0,23660.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,41.0,34443.0
Other,"$25,000 to $34,999",No,41.0,34117.0
Fulltime Job,"$50,000 to $74,999",Yes,29.0,59127.0
One or More Part-time Jobs,"Under $15,000",Yes,21.0,5008.0
Fulltime Job,"$25,000 to $34,999",Yes,28.0,26947.0
Contracts or Temporary Jobs,"$15,000 to $24,999",No,25.0,24977.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,52.0,32707.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,52.0,32533.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,121.0,37029.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,121.0,44444.0
One or More Part-time Jobs,"Under $15,000",Yes,31.0,13479.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,34.0,39472.0
Unemployed,"Under $15,000",Yes,45.0,7271.0
Unemployed,"$35,000 to $49,999",Yes,37.0,47585.0
Contracts or Temporary Jobs,"$15,000 to $24,999",No,34.0,15019.0
Other,"Under $15,000",No,64.0,7605.0
Art Practice,"$15,000 to $24,999",Yes,39.0,22156.0
Unemployed,"Under $15,000",Yes,29.0,10207.0
Unemployed,"$15,000 to $24,999",Yes,52.0,24062.0
Unemployed,"Under $15,000",Yes,35.0,7310.0
Contracts or Temporary Jobs,"Under $15,000",Yes,32.0,6218.0
Fulltime Job,"$50,000 to $74,999",Yes,29.0,66056.0
Contracts or Temporary Jobs,"$50,000 to $74,999",Yes,29.0,70971.0
One or More Part-time Jobs,"$50,000 to $74,999",Yes,29.0,56881.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,32.0,35292.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,32.0,49340.0
Fulltime Job,"$35,000 to $49,999",Yes,30.0,46127.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,30.0,49976.0
Unemployed,"$15,000 to $24,999",Yes,29.0,18647.0
Family Support,"$15,000 to $24,999",Yes,29.0,19314.0
Unemployed,"Under $15,000",Yes,34.0,11713.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,65.0,16728.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,65.0,15919.0
Unemployed,"$25,000 to $34,999",Yes,34.0,26248.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,34.0,32463.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,34.0,27145.0
Unemployed,"Under $15,000",Yes,33.0,14778.0
Unemployed,"Under $15,000",Prefer not to answer ,38.0,11553.0
